lambdas,Dx,Dy,flux_sum,flux_integral,flux_err,fwhms,y_fwhm_sup,y_fwhm_inf,amplitude_moffat,x_mean,gamma,alpha,eta_gauss,stddev,saturation
710.7835747601964,685,0.17890509976740887,321.4869731543709,313.766066974974,1.4900433879064021,4.268850157857791,34.4137219539289,25.876021638213313,63.426982437288636,30.144871796071104,3.9350538205681813,2.737604862247091,0.014352419930946193,0.5170865886249496,89.19156940754294
711.7373992478482,686,0.18687087823182935,324.25989565937493,314.8696061666722,1.4953187830395809,4.2706354911631195,34.41461462058156,25.87334363825532,63.51144374184417,30.14397912941844,3.948698045770619,2.743148893450355,0.014512665884866638,0.5252098879591257,89.19156940754294
712.6908863394485,687,0.18262609498142268,318.33470304577315,311.7780874976519,1.4858347847954647,4.272406276886663,34.415500013443335,25.870687459670005,62.750573636718116,30.14309373655667,3.96240119346115,2.7487061538247723,0.014672278314242542,0.5334595341221644,89.19156940754294
713.6440357416229,688,0.23912245273422172,314.2127572670049,306.53436374009146,1.475414678785783,4.297600015028429,34.43981563251421,25.844615602457356,61.560179067925446,30.142215617485785,3.9761632636397737,2.7542766433703423,0.014831257219073904,0.5418355271140656,89.19156940754294
714.5968471617051,689,0.14651189826141575,316.68800817481974,309.66859703115506,1.4817603238983026,4.299341705588404,34.4406864777942,25.842003066617394,62.0532061423749,30.141344772205798,3.989984256306491,2.7598603620870654,0.014989602599360725,0.5503378669348292,89.19156940754294
715.549320307735,690,0.17902507515101362,311.8562707394497,304.2660004947899,1.474080674631836,4.301068848566594,34.44155004928329,25.83941235215011,60.83655649355037,30.140481200716703,4.0038641714612995,2.7654573099749413,0.01514731445510299,0.5589665535844547,89.19156940754294
716.5014548884602,691,0.15779973313324547,312.5481896597524,304.3844838386622,1.473413763834593,4.326218943963006,34.4658438469815,25.81340595905549,60.72613839401199,30.139624903018497,4.017803009104203,2.77106748703397,0.01530439278630073,0.5677215870629434,89.19156940754294
717.4532506133364,692,0.15604705380188477,312.35075031502316,303.6333979547865,1.4715712048156218,4.327916991777627,34.466692870888814,25.81085888733356,60.4425111695315,30.138775879111186,4.0318007692352,2.7766908932641523,0.015460837592953927,0.5766029673702946,89.19156940754294
718.4047071925255,693,0.1530827314104677,311.02058768053615,302.48609620257923,1.4710679462949656,4.329600492010464,34.46753462100523,25.808333636984305,60.08084896538598,30.137934128994768,4.045857451854289,2.7823275286654874,0.015616648875062582,0.5856106945065084,89.19156940754294
719.355824336897,694,0.16900348228766404,308.23263758187994,301.0201656529243,1.467935880697763,4.354706944661515,34.49180659733076,25.782392708007727,59.65705746476067,30.137099652669242,4.0599730569614705,2.7879773932379748,0.015771826632626683,0.5947447684715839,89.19156940754294
720.3066017580278,695,0.19946038631975682,307.81911567090094,298.6823000644729,1.4636027928348088,4.35636134973079,34.492633799865395,25.779911100403815,59.0621510742644,30.136272450134605,4.074147584556747,2.793640486981616,0.015926370865646258,0.6040051892655226,89.19156940754294
721.2570391682024,696,0.17204176137658322,307.9843253595554,299.4317828772016,1.463769735709258,4.3580012072182726,34.49345372860914,25.77745131417259,59.07846136335915,30.135452521390864,4.088381034640116,2.79931680989641,0.01608028157412129,0.6133919568883238,89.19156940754294
722.2071362804118,697,0.20188290262746733,302.7237442170764,294.99019606675665,1.4610261695220705,4.383064017123978,34.51770388356199,25.751575849314033,58.072212285238706,30.13463986643801,4.1026734072115785,2.805006361982357,0.016233558758051783,0.6229050713399876,89.19156940754294
723.1568928083544,698,0.16733633199486775,303.72804205087397,296.2937881767952,1.4659470271188546,4.3846747794478915,34.518509264723946,25.749159705828163,58.198377242848814,30.133834485276054,4.1170247022711335,2.810709143239457,0.016386202417437733,0.6325445326205139,89.19156940754294
724.1063084664366,699,0.14759823099479163,303.1074217093149,294.1746387344355,1.4572939328620327,4.386270994190021,34.519307372095014,25.74676538371497,57.65263466947103,30.13303637790499,4.131434919818781,2.8164251536677094,0.01653821255227913,0.6423103407299019,89.19156940754294
725.0553829697711,700,0.19192029877535788,302.1134917212031,294.72238824695245,1.4540422914670235,4.411290161350372,34.54353570567518,25.72095538297444,57.63028260629303,30.132245544324814,4.145904059854522,2.822154393267115,0.016689589162575996,0.6522024956681532,89.19156940754294
726.004116034178,701,0.19464246782008843,299.16129587300634,290.95149558630175,1.4473665933921134,4.412857280928932,34.544319265464466,25.7186047036066,56.76491933662882,30.131461984535534,4.160432122378357,2.827896862037674,0.016840332248328323,0.6622209974352671,89.19156940754294
726.9525073761843,702,0.14919041062564276,296.6176831124104,288.34971649199724,1.4452366892451334,4.414409852925715,34.54509555146286,25.716275845611428,56.13050059623731,30.130685698537143,4.175019107390286,2.8336525599793863,0.016990441809536107,0.6723658460312435,89.19156940754294
727.9005567130246,703,0.12003854244575152,295.2133380502321,287.5104988662221,1.443163062969915,4.439385377340706,34.56930206367035,25.69053130898894,55.84074756076193,30.129916686329647,4.189665014890306,2.8394214870922507,0.017139917846199337,0.6826370414560814,89.19156940754294
728.8482637626404,704,0.15753701688171162,296.940863670397,288.54399595160265,1.4422055028187966,4.440908854173912,34.570063802086956,25.68824609373913,55.91468543129903,30.129154947913044,4.2043698448784195,2.8452036433762684,0.01728876035831804,0.6930345837097828,89.19156940754294
729.7956282436796,705,0.20419373437737676,295.0962140578673,288.38895329704076,1.4438901478822403,4.442417783425341,34.57081826671267,25.685982699861988,55.75797838980932,30.12840048328733,4.219133597354627,2.8509990288314393,0.0174369693458922,0.7035584727923467,89.19156940754294
730.7426498754979,706,0.13205986176492956,298.4591958769349,287.19021520926293,1.4409050331262963,4.467349665094979,34.59500295754749,25.660303627357532,55.4001375847628,30.12765329245251,4.2339562723189275,2.8568076434577634,0.017584544808921822,0.7142087087037731,89.19156940754294
731.6893283781574,707,0.1617915369606422,294.7856764176499,286.26232011076365,1.4397046107370277,4.468829499182839,34.59574287459142,25.658083876225742,55.095543711879394,30.12691337540858,4.248837869771322,2.8626294872552402,0.0177314867474069,0.724985291444062,89.19156940754294
732.6356634724272,708,0.13670344806520873,299.0782028672372,289.59223218016905,1.4459214832604503,4.470294785688907,34.59647551784445,25.65588594646664,55.60944723617021,30.126180732155547,4.263778389711807,2.86846456022387,0.017877795161347423,0.7358882210132125,89.19156940754294
